Time: 2018-08-14 00:10:33
Path of this file: /Users/audrey/GitProjects_2016/Projects/DeveloperVersion/lxa5/linguistica_wordvec/datasets/lxa_outputs/stems_to_signatures.txt

System info:
=============================================
System: Darwin
Node: audreyxvi.local
Release: 17.5.0
Version: Darwin Kernel Version 17.5.0: Mon Mar  5 22:24:32 PST 2018; root:xnu-4570.51.1~1/RELEASE_X86_64
Machine: x86_64
Processor: i386
Python version: 3.5.2

Packages:
=============================================
Linguistica 5.1.0-dev
SciPy 0.19.1
NumPy 1.13.1
NetworkX 1.11

Linguistica parameters:
=============================================
{'keep_case': 0,
 'max_affix_length': 4,
 'max_word_tokens': 0,
 'max_word_types': 7000,
 'min_context_count': 3,
 'min_sig_count': 5,
 'min_stem_length': 4,
 'n_eigenvectors': 6,
 'n_neighbors': 9,
 'suffixing': 1}

Input file information:
=============================================
Path: /Users/audrey/GitProjects_2016/Projects/DeveloperVersion/lxa5/linguistica_wordvec/datasets/english-brown.txt
Number of word types: 48781
Number of word tokens: 1145632

Results:
=============================================
Stems to signatures

\begin{tabular}{lll}
\toprule
Index      & Stems           & Signatures \\
747        & banke           & d/r/rs \\
748        & banker          & NULL/s \\
749        & banks           & 's/NULL \\
750        & bann            & ed/er/ers/ing \\
751        & banne           & d/r/rs \\
752        & banner          & NULL/s \\
753        & banshee         & NULL/s \\
754        & banter          & NULL/ed/ing \\
755        & bantu           & NULL/s \\
756        & baptism         & NULL/al/s \\
757        & baptiste        & NULL/ry \\
758        & barbarian       & NULL/s \\
759        & barbecue        & NULL/d/s \\
760        & barber          & 's/NULL \\
761        & barco           & 's/NULL \\
762        & barcus          & '/NULL \\
763        & bare            & NULL/ly/st \\
764        & barefoot        & NULL/ed \\
765        & bargain         & NULL/ing/s \\
766        & barge           & NULL/n/s \\
767        & barnard         & 's/NULL \\
768        & barnet          & NULL/t \\
769        & barns           & NULL/ful \\
770        & barnyard        & NULL/s \\
771        & barrack         & NULL/s \\
772        & barrel          & NULL/s \\
773        & barrett         & NULL/e \\
774        & barri           & er/ng \\
775        & barricade       & NULL/s \\
776        & barrier         & NULL/s \\
777        & barring         & NULL/ton \\
778        & barth           & NULL/a \\
779        & barto           & l/n \\
780        & barton          & 's/NULL \\
781        & bas-relief      & NULL/s \\
782        & baseball        & 's/NULL/s \\
783        & basement        & NULL/s \\
784        & basic           & NULL/ally/s \\
785        & basil           & 's/NULL \\
786        & basin           & NULL/g \\
787        & baske           & d/t/ts \\
788        & bassi           & NULL/s \\
789        & bastard         & 's/NULL/s \\
790        & basti           & ng/on \\
791        & bates           & '/NULL \\
792        & bathe           & NULL/d/rs \\
793        & bathroom        & NULL/s \\
794        & bathtub         & NULL/s \\
795        & bathyran        & NULL/s \\
796        & batista         & 's/NULL \\
797        & battalion       & NULL/s \\
798        & batten          & NULL/s \\
799        & batterie        & NULL/s \\
800        & battl           & e/es/ing \\
801        & battle          & NULL/s \\
802        & battlefield     & NULL/s \\
803        & bauble          & NULL/s \\
804        & bawh            & NULL/s \\
805        & bawl            & ed/ing \\
806        & baylor          & 's/NULL \\
807        & bayonet         & NULL/s \\
808        & bazaar          & NULL/s \\
809        & beadle          & NULL/s/s' \\
810        & beadles         & '/NULL \\
811        & beads           & NULL/man \\
812        & beaker          & NULL/s \\
813        & beal            & e/l \\
814        & bean            & NULL/s \\
815        & bearden         & NULL/s \\
816        & bearing         & NULL/s \\
817        & beati           & e/ng \\
818        & beating         & NULL/s \\
819        & beatnik         & NULL/s \\
820        & beautiful       & NULL/ly \\
821        & beautify        & NULL/ing \\
822        & beauty          & 's/NULL \\
823        & beaver          & NULL/ton \\
824        & beckett         & 's/NULL \\
825        & beckon          & NULL/ed/ing/s \\
826        & becomin         & '/g \\
827        & bedazzle        & d/ment \\
828        & bedd            & ed/ing \\
829        & bedroom         & 's/NULL/s \\
830        & beds            & NULL/ide \\
831        & beebe           & 's/NULL \\
832        & beech           & NULL/er \\
833        & beefed          & -up/NULL \\
834        & beep            & NULL/s \\
835        & beer            & NULL/s \\
836        & beer-runn       & er/ers/ing \\
837        & beer-runner     & NULL/s \\
838        & beethoven       & 's/NULL \\
839        & befuddl         & ed/es/ing \\
840        & befuddle        & d/s \\
841        & beginner        & 's/NULL/s/s' \\
842        & beginners       & '/NULL \\
843        & beginning       & NULL/s \\
844        & beguil          & e/ed/ing \\
845        & beguile         & NULL/d \\
846        & behav           & e/ed/es/ing \\
847        & behave          & NULL/d/s \\
848        & behavior        & NULL/al/ally/s \\
849        & behavioral      & NULL/ly \\
850        & behold          & NULL/s \\
851        & beige           & 's/NULL \\
852        & being           & NULL/e/s \\
853        & bela            & NULL/ted \\
854        & belated         & NULL/ly \\
855        & belch           & NULL/ed/ing \\
856        & belgian         & NULL/s \\
857        & belief          & NULL/s \\
858        & believabl       & e/y \\
859        & believer        & NULL/s \\
860        & bellboy         & NULL/s \\
861        & belle           & NULL/s \\
862        & belligeren      & ce/t/tly \\
863        & belligerent     & NULL/ly \\
864        & bellow          & 's/NULL/ed/ing/s \\
865        & belong          & NULL/ed/ing/ings/s \\
866        & belonging       & NULL/s \\
867        & bemoan          & NULL/s \\
868        & bench           & NULL/ed/es \\
869        & benche          & d/s \\
870        & bend            & NULL/ing/s \\
871        & benefactor      & 's/NULL \\
872        & beneficia       & l/ry \\
873        & beneficiar      & ies/y \\
874        & benefit         & NULL/ed/s \\
875        & benet           & 's/NULL/s \\
876        & benevolen       & ce/t \\
877        & benson          & 's/NULL \\
878        & bentley         & NULL/s \\
879        & beowulf         & 's/NULL \\
880        & bequest         & NULL/s \\
881        & bereavement     & NULL/s \\
882        & berger          & 's/NULL \\
883        & bergs           & NULL/on \\
884        & berkel          & ey/y \\
885        & berman          & 's/NULL \\
886        & berne           & NULL/t \\
887        & bernhard        & NULL/t \\
888        & bernini         & 's/NULL \\
889        & berra           & 's/NULL \\
890        & berry           & 's/NULL \\
891        & berth           & NULL/a \\
892        & beset           & NULL/s/ting \\
893        & beside          & NULL/s \\
894        & besieg          & e/ed/ers/ing \\
895        & besiege         & NULL/d/rs \\
896        & besmirch        & NULL/ed/ing \\
897        & bespeak         & NULL/s \\
898        & best-sell       & er/ers/ing \\
899        & best-seller     & NULL/s \\
900        & beste           & d/r/s \\
901        & bestsell        & er/ing \\
902        & betraye         & d/r \\
903        & betti           & es/ng \\
904        & betty           & 's/NULL \\
905        & bevel           & NULL/ed/ing/s \\
906        & beverage        & NULL/s \\
907        & bevo            & NULL/r \\
908        & bewildered      & NULL/ly \\
909        & bewitch         & ed/ing \\
910        & bias            & NULL/es \\
911        & bibl            & e/es/ical \\
912        & bible           & NULL/s \\
913        & biblical        & NULL/ly \\
914        & bicep           & NULL/s \\
915        & bich            & NULL/es \\
916        & bicycle         & NULL/s \\
917        & bidder          & NULL/s \\
918        & biddi           & es/ng \\
919        & bifocal         & NULL/s \\
920        & bigge           & r/st \\
921        & billboard       & NULL/s \\
922        & bille           & d/t/ts \\
923        & billet          & NULL/s \\
924        & billiken        & NULL/s \\
925        & billing         & NULL/s \\
926        & billion         & NULL/s \\
927        & billow          & ed/s \\
928        & binder          & NULL/s \\
929        & biographer      & NULL/s \\
930        & biologic        & NULL/al/ally \\
931        & biological      & NULL/ly \\
932        & biologist       & NULL/s \\
933        & biops           & ies/y \\
934        & birch           & NULL/es \\
935        & birdie          & NULL/d/s \\
936        & birds           & '/NULL \\
937        & biscuit         & NULL/s \\
938        & bishops         & '/NULL \\
939        & bite            & NULL/r/s \\
940        & blacken         & ed/ing \\
941        & blackmail       & NULL/ed/er \\
942        & blackmaile      & d/r \\
943        & blacks          & NULL/tone \\
944        & blackwell       & 's/NULL/s \\
945        & blade           & NULL/s \\
946        & blake           & NULL/y \\
947        & blam            & e/ed/ing \\
948        & blame           & NULL/d \\
949        & blanchard       & 's/NULL \\
950        & bland           & NULL/ly/ness \\
951        & blanket         & NULL/ed/s \\
952        & blar            & ed/ing \\
953        & blatan          & cy/t \\
954        & blatz           & 's/NULL \\
955        & blaze           & NULL/d/r \\
956        & bleach          & ed/ers/ing \\
957        & bleache         & d/rs \\
958        & bleak           & NULL/ly \\
959        & bleat           & NULL/ing/s \\
960        & bleed           & NULL/ing/ings \\
961        & bleeding        & NULL/s \\
962        & blemish         & NULL/es \\
963        & blend           & NULL/ed/ing/s \\
964        & blessing        & NULL/s \\
965        & blevins         & '/NULL \\
966        & blight          & NULL/ed \\
967        & blink           & NULL/ed/ers/ing \\
968        & blinke          & d/rs \\
969        & bliss           & NULL/ful \\
970        & blissful        & NULL/ly \\
971        & blister         & NULL/ed/s \\
972        & blithe          & NULL/ly \\
973        & blitz           & NULL/es \\
974        & blizzard        & NULL/s \\
975        & bloat           & NULL/ed \\
976        & blockad         & e/ing \\
977        & bloke           & NULL/s \\
978        & blonde          & 's/NULL/s \\
979        & bloodstain      & ed/s \\
980        & bloom           & NULL/ed/ing/s \\
981        & blossom         & NULL/ed/s \\
982        & blot            & NULL/s/ted/ting \\
983        & blott           & ed/ing \\
984        & blouse          & NULL/s \\
985        & blower          & NULL/s \\
986        & blown           & -up/NULL \\
987        & blue-eye        & d/s \\
988        & blueberr        & ies/y \\
989        & blueprint       & NULL/s \\
990        & bluff           & NULL/ing/s \\
991        & blui            & ng/sh \\
992        & blunte          & d/r \\
993        & blurr           & ed/y \\
994        & blush           & NULL/ed/es/ing \\
995        & blushe          & d/s \\
996        & bluster         & NULL/ed/y \\
997        & boarde          & d/r \\
998        & boast           & NULL/ed/ing/ings/s \\
999        & boasting        & NULL/s \\
1000       & boatel          & NULL/s \\
1001       & boatload        & NULL/s \\
1002       & boatm           & an/en \\
1003       & boats           & NULL/men \\
1004       & bobbie          & 's/NULL \\
1005       & bobbin          & g/s \\
1006       & bobby-sox       & NULL/er \\
1007       & bodie           & d/s \\
1008       & body            & 's/NULL \\
1009       & bodybuild       & er/ers/ing \\
1010       & bodybuilder     & NULL/s \\
1011       & boil            & NULL/ed/er/ers/ing/s \\
1012       & boile           & d/r/rs \\
1013       & boiler          & NULL/s \\
1014       & boite           & NULL/s \\
1015       & bolde           & r/st \\
1016       & bolingbroke     & 's/NULL \\
1017       & bolshevis       & m/tic \\
1018       & bolster         & NULL/ed/ing \\
1019       & bolt            & NULL/ed/ing/s \\
1020       & bomber          & 's/NULL/s/s' \\
1021       & bombers         & '/NULL \\
1022       & bombing         & NULL/s \\
1023       & bonds           & NULL/man \\
1024       & bondsman        & 's/NULL \\
1025       & bone            & NULL/s \\
1026       & bonfire         & NULL/s \\
1027       & bong            & NULL/o \\
1028       & boniface        & 's/NULL \\
1029       & bookcase        & NULL/s \\
1030       & booke           & d/r/rs \\
1031       & booker          & NULL/s \\
1032       & booking         & NULL/s \\
1033       & booklet         & NULL/s \\
1034       & boomerang       & NULL/s \\
1035       & boost           & NULL/ed/er/ing/s \\
1036       & booste          & d/r \\
1037       & bootle          & 's/NULL \\
1038       & bootlegg        & er/ers/ing \\
1039       & bootlegger      & NULL/s \\
1040       & borden          & NULL/s \\
1041       & bori            & ng/s \\
1042       & boris           & '/NULL \\
1043       & born            & NULL/e \\
1044       & borne           & NULL/o \\
1045       & borough         & NULL/s \\
1046       & borromini       & 's/NULL \\
1047       & borrow          & NULL/ed/er/ing/s \\
1048       & borrowe         & d/r \\
1049       & bosis           & '/NULL \\
1050       & bosom           & NULL/s \\
1051       & bosse           & d/s \\
1052       & bostonian       & NULL/s \\
1053       & botani          & cal/sts \\
1054       & bothers         & NULL/ome \\
1055       & bottl           & e/ed/es/ing \\
1056       & bottle          & NULL/d/s \\
1057       & bottleneck      & NULL/s \\
1058       & bottom          & NULL/less/s \\
1059       & boulder         & NULL/s \\
1060       & boulevard       & NULL/s \\
1061       & bounce          & NULL/d \\
1062       & boundar         & ies/y \\
1063       & bouquet         & NULL/s \\
1064       & bourbon         & NULL/s \\
